ID,Source,TMC,Severity,Start_Time,End_Time,Latitude,Longitude,End_Lat,End_Lng,Distance(mi),EventSeverity,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-217779,MapQuest,201,3,6/29/2016 8:56,6/29/2016 10:11,41.748184,-71.443031,,,0.0,Left hand shoulder closed due to accident on I-95 Northbound at Exits 14-15 14B-A RI-37.,,I-95 S,R,Warwick,Kent,RI,2888,US,US/Eastern,KPVD,6/29/2016 8:59,72.0,,87.0,29.89,10.0,South,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-217780,MapQuest,201,3,6/29/2016 9:03,6/29/2016 10:18,41.75433,-71.437218,,,0.0,Right hand shoulder closed due to accident on I-95 Northbound at Exit 15 Jefferson Blvd.,,Jefferson Blvd,R,Warwick,Kent,RI,2888,US,US/Eastern,KPVD,6/29/2016 8:59,72.0,,87.0,29.89,10.0,South,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-217796,MapQuest,241,3,6/29/2016 11:21,6/29/2016 12:36,41.81461,-71.370094,,,0.0,Left lane blocked due to accident on I-195 Eastbound at Exit 6 Freeborn Ave.,955.0,Broadway,R,East Providence,Providence,RI,02914-4714,US,US/Eastern,KPVD,6/29/2016 11:06,77.0,,74.0,29.88,10.0,SE,8.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-217820,MapQuest,201,2,6/29/2016 15:37,6/29/2016 16:07,41.569691,-71.491821,,,0.0,Accident on RI-4 Northbound at Oak Hill Rd.,,RI-4 N,R,North Kingstown,Washington,RI,2852,US,US/Eastern,KOQU,6/29/2016 15:50,75.2,,73.0,29.83,15.0,SSW,23.0,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-217844,MapQuest,241,2,6/29/2016 17:41,6/29/2016 18:41,41.934704,-71.46624,,,0.0,Right lane blocked due to accident on RI-146 Eddie Dowling Hwy Southbound at RI-116 George Washington Hwy.,,Eddie Dowling Hwy N,R,Lincoln,Providence,RI,2865,US,US/Eastern,KSFZ,6/29/2016 17:35,75.2,,83.0,29.85,10.0,SSW,4.6,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-217850,MapQuest,245,3,6/29/2016 18:39,6/29/2016 19:09,41.942822,-71.475479,,,0.0,Two lanes blocked and right hand shoulder blocked due to accident on I-295 Northbound at Exits 9A 9B RI-146 Eddie Dowling Hwy.,,I-295 N,R,Lincoln,Providence,RI,2865,US,US/Eastern,KSFZ,6/29/2016 18:35,73.4,,73.0,29.86,10.0,SSE,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-217855,MapQuest,241,3,6/29/2016 19:38,6/29/2016 20:08,41.713387,-71.472565,,,0.0,Lane blocked and left hand shoulder blocked due to accident on I-95 Northbound at Exits 11 12 12A 12B I-295.,,I-295 N,R,Warwick,Kent,RI,2886,US,US/Eastern,KPVD,6/29/2016 19:51,73.0,,84.0,29.86,10.0,SE,5.8,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-217909,MapQuest,201,3,6/30/2016 8:46,6/30/2016 9:32,41.86935,-71.515236,,,0.0,Shoulder blocked on entry ramp due to accident on I-295 Southbound at Exits 7A 7B US-44 Putnam Pike.,,Putnam Pike,R,Smithfield,Providence,RI,2917,US,US/Eastern,KSFZ,6/30/2016 8:55,71.6,,60.0,29.99,10.0,North,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-217960,MapQuest,201,2,6/30/2016 14:24,6/30/2016 14:54,41.697414,-71.479858,,,0.0,Accident on Hardig Rd near RI-117 Centerville Rd.,1.0,Hardig Rd,R,Warwick,Kent,RI,02886-6608,US,US/Eastern,KPVD,6/30/2016 14:51,82.9,,44.0,29.96,10.0,SSE,15.0,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-217967,MapQuest,201,2,6/30/2016 15:28,6/30/2016 15:58,41.560822,-71.489685,,,0.0,Right lane blocked due to accident on RI-4 Southbound at Oak Hill Rd.,770.0,Oak Hill Rd,R,North Kingstown,Washington,RI,02852-7208,US,US/Eastern,KOQU,6/30/2016 15:50,77.0,,50.0,29.97,15.0,SSW,20.7,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-218105,MapQuest,201,2,7/2/2016 12:16,7/2/2016 13:46,41.778988,-71.470337,,,0.0,Accident on RI-5 Atwood Ave at B St.,94.0,Atwood Ave,L,Cranston,Providence,RI,02920-4130,US,US/Eastern,KPVD,7/2/2016 11:51,75.9,,42.0,29.88,10.0,WNW,10.4,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-218117,MapQuest,203,2,7/2/2016 14:15,7/2/2016 15:30,41.733093,-71.418503,,,0.0,Multi-vehicle accident on Airport Rd Eastbound near Commerce Dr.,362.0,Airport Rd,L,Warwick,Kent,RI,02886-2422,US,US/Eastern,KPVD,7/2/2016 13:51,77.0,,39.0,29.88,10.0,NW,17.3,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-218181,MapQuest,201,2,7/4/2016 8:18,7/4/2016 9:03,41.782909,-71.438828,,,0.0,Accident on Legion Way at RI-2 Reservoir Ave.,,Legion Way,R,Cranston,Providence,RI,2910,US,US/Eastern,KPVD,7/4/2016 7:51,73.0,,57.0,30.06,10.0,WNW,5.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-218183,MapQuest,201,3,7/4/2016 9:59,7/4/2016 10:29,41.603451,-71.657616,,,0.0,Right lane blocked and right hand shoulder blocked due to accident on I-95 Southbound at Exits 5A 5B RI-102 Victory Hwy.,,Victory Hwy,R,West Greenwich,Kent,RI,2817,US,US/Eastern,KOQU,,,,,,,,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-218188,MapQuest,245,3,7/4/2016 10:50,7/4/2016 11:36,41.83749,-71.413765,,,0.0,Two lanes blocked due to accident on I-95 Southbound at Exit 23 RI-246 Charles St.,,Charles St,R,Providence,Providence,RI,2904,US,US/Eastern,KSFZ,7/4/2016 10:55,80.6,,37.0,30.06,10.0,WNW,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-218196,MapQuest,201,3,7/4/2016 13:05,7/4/2016 13:35,41.748592,-71.442802,,,0.0,Accident on I-95 Southbound at Exits 14-15 14B-A RI-37.,,I-95 S,R,Warwick,Kent,RI,2888,US,US/Eastern,KPVD,7/4/2016 12:51,87.1,,24.0,30.03,10.0,WNW,13.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-218232,MapQuest,201,3,7/4/2016 20:39,7/4/2016 21:09,41.817032,-71.398689,,,0.0,Accident on I-195 Eastbound at Exit 2 US-1 Alt US-44.,,I-195 E,R,Providence,Providence,RI,2903,US,US/Eastern,KPVD,7/4/2016 20:51,72.0,,49.0,29.98,10.0,SSW,9.2,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-218248,MapQuest,201,2,7/5/2016 4:03,7/5/2016 4:50,41.874332,-71.398911,,,0.0,Accident on RI-15 Mineral Spring Ave near RI-122 Lonsdale Ave.,225.0,Lonsdale Ave,R,Pawtucket,Providence,RI,02860-3598,US,US/Eastern,KSFZ,7/5/2016 3:55,64.4,,94.0,29.87,5.0,Calm,,0.13,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-218383,MapQuest,201,3,7/5/2016 17:53,7/5/2016 18:36,41.78775,-71.420464,,,0.0,Right hand shoulder blocked due to accident on I-95 Southbound at Exit 17 US-1 Elmwood Ave.,,I-95 S,R,Providence,Providence,RI,2907,US,US/Eastern,KPVD,7/5/2016 17:51,84.9,,55.0,29.73,10.0,North,8.1,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-218452,MapQuest,201,3,7/6/2016 10:24,7/6/2016 10:54,41.882149,-71.377525,,,0.0,Right hand shoulder blocked due to accident on I-95 Northbound at Exit 29 US-1.,,Broadway,R,Pawtucket,Providence,RI,2860,US,US/Eastern,KSFZ,7/6/2016 10:15,84.2,,48.0,29.86,10.0,NW,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-218456,MapQuest,201,2,7/6/2016 10:31,7/6/2016 11:16,41.704567,-71.4133,,,0.0,Accident on RI-117 Shore Rd near Cottage Grove Ave.,2498.0,W Shore Rd,L,Warwick,Kent,RI,02889-8148,US,US/Eastern,KPVD,7/6/2016 10:51,89.1,,38.0,29.84,10.0,WSW,6.9,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-218468,MapQuest,201,3,7/6/2016 11:48,7/6/2016 12:18,41.811417,-71.354866,,,0.0,Right lane blocked and right hand shoulder blocked due to accident on I-195 Eastbound near Exits 7 8 Shore Expy.,,I-195 E,R,East Providence,Providence,RI,2914,US,US/Eastern,KPVD,7/6/2016 11:51,90.0,,37.0,29.86,10.0,WNW,10.4,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-218512,MapQuest,201,2,7/6/2016 18:33,7/6/2016 19:03,41.560822,-71.489685,,,0.0,Accident on RI-4 Northbound at Oak Hill Rd.,770.0,Oak Hill Rd,R,North Kingstown,Washington,RI,02852-7208,US,US/Eastern,KOQU,7/6/2016 18:50,86.0,,40.0,29.8,15.0,SW,17.3,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-218558,MapQuest,201,3,7/7/2016 8:23,7/7/2016 8:53,41.78299,-71.423927,,,0.0,Left lane blocked due to accident on I-95 Northbound at Exit 16 RI-10.,,I-95 S,R,Cranston,Providence,RI,2910,US,US/Eastern,KPVD,7/7/2016 8:51,79.0,,77.0,29.83,10.0,ESE,5.8,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-218605,MapQuest,201,3,7/7/2016 15:16,7/7/2016 16:01,41.817032,-71.398689,,,0.0,Left hand shoulder blocked due to accident on I-195 Westbound at Exit 2 US-1 Alt US-44.,,I-195 E,R,Providence,Providence,RI,2903,US,US/Eastern,KPVD,7/7/2016 15:19,77.0,,90.0,29.78,6.0,SE,8.1,0.06,Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-218617,MapQuest,247,2,7/7/2016 16:28,7/7/2016 17:13,41.613705,-71.492073,,,0.0,Delays and right hand shoulder blocked due to accident on RI-4 Northbound at Exit 6 RI-2 County Trl.,,RI-4 N,R,East Greenwich,Kent,RI,2818,US,US/Eastern,KPVD,7/7/2016 16:51,75.9,,91.0,29.78,9.0,South,5.8,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-218631,MapQuest,201,3,7/7/2016 17:29,7/7/2016 17:59,41.781178,-71.424812,,,0.0,Left lane blocked due to accident on I-95 Southbound at Exit 16 RI-10.,,I-95 S,R,Cranston,Providence,RI,2910,US,US/Eastern,KPVD,7/7/2016 17:51,78.1,,87.0,29.75,9.0,South,10.4,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-218644,MapQuest,241,3,7/7/2016 19:27,7/7/2016 19:57,41.826797,-71.418747,,,0.0,Lane blocked due to accident on I-95 Southbound at Exits 21 22A-B-C 22C-B-A Atwells Ave.,,I-95 N,R,Providence,Providence,RI,2903,US,US/Eastern,KPVD,7/7/2016 19:51,77.0,,88.0,29.75,8.0,SE,5.8,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-218656,MapQuest,201,2,7/8/2016 7:25,7/8/2016 8:10,41.773209,-71.403992,,,0.0,Accident on US-1 Alt Warwick Ave Northbound at RI-12 Park Ave.,139.0,Park Ave,R,Cranston,Providence,RI,02905-3516,US,US/Eastern,KPVD,7/8/2016 7:06,64.9,,93.0,29.82,4.0,NNE,9.2,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-218667,MapQuest,201,2,7/8/2016 8:45,7/8/2016 9:30,41.7827,-71.464882,,,0.0,Accident on Cranston St at RI-12 Phenix Ave.,1724.0,Cranston St,L,Cranston,Providence,RI,02920-4904,US,US/Eastern,KPVD,7/8/2016 8:51,64.0,,93.0,29.84,10.0,NNE,10.4,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-218680,MapQuest,201,3,7/8/2016 10:41,7/8/2016 11:11,41.890152,-71.379082,,,0.0,Right hand shoulder blocked and right lane blocked due to accident on I-95 Northbound at Exit 30 Fountain St.,,I-95 S,R,Pawtucket,Providence,RI,2860,US,US/Eastern,KSFZ,7/8/2016 10:35,62.6,,88.0,29.88,10.0,NE,10.4,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-218881,MapQuest-Bing,201,3,7/11/2016 8:50,7/11/2016 9:35,41.818672,-71.381371,,,0.0,Left lane blocked due to accident on I-195 Eastbound at Exits 4 5 US-44.,,US-6 W,R,East Providence,Providence,RI,2914,US,US/Eastern,KPVD,7/11/2016 8:51,66.0,,75.0,30.06,10.0,North,9.2,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-218935,MapQuest,201,2,7/11/2016 16:35,7/11/2016 17:35,41.781002,-71.472275,,,0.0,Accident on RI-5 Atwood Ave near RI-12 Phenix Ave.,198.0,Atwood Ave,L,Cranston,Providence,RI,02920-4132,US,US/Eastern,KPVD,7/11/2016 16:51,77.0,,50.0,30.07,10.0,Variable,4.6,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-218943,MapQuest,201,3,7/11/2016 18:00,7/11/2016 19:00,41.75433,-71.437218,,,0.0,Left lane blocked due to accident on I-95 Northbound at Exit 15 Jefferson Blvd.,,Jefferson Blvd,R,Warwick,Kent,RI,2888,US,US/Eastern,KPVD,7/11/2016 17:51,73.9,,57.0,30.07,10.0,South,5.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-218974,MapQuest,201,2,7/12/2016 7:25,7/12/2016 7:55,41.928055,-71.400085,,,0.0,Accident on RI-114 Diamond Hill Rd near Hines Rd.,1300.0,Diamond Hill Rd,L,Cumberland,Providence,RI,02864-5920,US,US/Eastern,KSFZ,7/12/2016 7:15,64.4,,88.0,30.12,10.0,West,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-218991,MapQuest,247,2,7/12/2016 8:09,7/12/2016 8:39,41.853119,-71.426651,,,0.0,Delays and left lane blocked due to accident on RI-146 Louisquisset Pike Southbound at Branch Ave.,,Branch Ave,R,Providence,Providence,RI,2904,US,US/Eastern,KSFZ,7/12/2016 8:15,69.8,,78.0,30.14,10.0,West,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-219019,MapQuest,201,2,7/12/2016 9:45,7/12/2016 10:30,41.580132,-71.49247,,,0.0,Accident on Roberts Way at RI-102 Ten Rod Rd.,988.0,Ten Rod Rd,L,North Kingstown,Washington,RI,02852-4112,US,US/Eastern,KOQU,7/12/2016 9:50,77.0,,57.0,30.13,15.0,Calm,,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-219034,MapQuest,201,3,7/12/2016 11:38,7/12/2016 12:08,41.855511,-71.406601,,,0.0,Accident on I-95 Northbound at Exits 25 25A-B RI-126 Smithfield Ave.,,Smithfield Ave,R,Providence,Providence,RI,2904,US,US/Eastern,KSFZ,7/12/2016 11:35,80.6,,42.0,30.12,10.0,West,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-219035,MapQuest,247,2,7/12/2016 11:50,7/12/2016 12:20,41.560822,-71.489685,,,0.0,Delays and left lane closed due to accident on RI-4 Southbound at Oak Hill Rd.,770.0,Oak Hill Rd,R,North Kingstown,Washington,RI,02852-7208,US,US/Eastern,KOQU,7/12/2016 11:50,84.2,,30.0,30.11,15.0,West,13.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-219089,MapQuest,201,3,7/12/2016 17:53,7/12/2016 18:38,41.78299,-71.423927,,,0.0,Left lane blocked due to accident on I-95 Northbound at Exit 16 RI-10.,,I-95 S,R,Cranston,Providence,RI,2910,US,US/Eastern,KPVD,7/12/2016 17:51,82.0,,45.0,30.05,10.0,SSW,15.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-219090,MapQuest,201,3,7/12/2016 18:05,7/12/2016 18:51,41.811031,-71.405548,,,0.0,Right hand shoulder blocked due to accident on I-195 Westbound at Exit 1B US-6.,,Providence River Bridge,R,Providence,Providence,RI,2903,US,US/Eastern,KPVD,7/12/2016 17:51,82.0,,45.0,30.05,10.0,SSW,15.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-219128,MapQuest,201,3,7/13/2016 8:01,7/13/2016 8:31,41.755375,-71.481194,,,0.0,Left lane blocked due to accident on I-295 Northbound near Exits 3A 3B RI-37.,,RI-37 E,R,Cranston,Providence,RI,2921,US,US/Eastern,KPVD,7/13/2016 7:51,73.9,,73.0,30.08,10.0,South,9.2,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-219129,MapQuest,201,3,7/13/2016 8:04,7/13/2016 8:34,41.855511,-71.406601,,,0.0,Accident on I-95 Southbound at Exits 25 25A-B RI-126 Smithfield Ave.,,Smithfield Ave,R,Providence,Providence,RI,2904,US,US/Eastern,KSFZ,7/13/2016 7:55,,,,30.07,10.0,SSW,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-219135,MapQuest,201,3,7/13/2016 8:20,7/13/2016 9:06,41.820759,-71.512665,,,0.0,Right hand shoulder blocked due to accident on I-295 Southbound at Exit 6 US-6.,,I-295 N,R,Johnston,Providence,RI,2919,US,US/Eastern,KSFZ,7/13/2016 8:15,,,,30.07,10.0,WSW,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-219147,MapQuest,201,2,7/13/2016 9:09,7/13/2016 9:39,41.823231,-71.446602,,,0.0,Accident on Joslin St near Amherst St.,,Amherst St,R,Providence,Providence,RI,2909,US,US/Eastern,KPVD,7/13/2016 8:51,77.0,,66.0,30.08,10.0,WSW,9.2,,Partly Cloudy,True,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-219148,MapQuest,245,3,7/13/2016 8:47,7/13/2016 9:32,41.75433,-71.437218,,,0.0,Two lanes blocked delays and right hand shoulder blocked due to accident on I-95 Southbound at Exit 15 Jefferson Blvd.,,Jefferson Blvd,R,Warwick,Kent,RI,2888,US,US/Eastern,KPVD,7/13/2016 8:51,77.0,,66.0,30.08,10.0,WSW,9.2,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-219162,MapQuest,241,3,7/13/2016 10:37,7/13/2016 11:07,41.75433,-71.437218,,,0.0,One lane blocked due to accident on I-95 Southbound near Exit 15 Jefferson Blvd.,,Jefferson Blvd,R,Warwick,Kent,RI,2888,US,US/Eastern,KPVD,7/13/2016 10:51,82.9,,58.0,30.07,10.0,WSW,9.2,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-219220,MapQuest,241,3,7/13/2016 20:24,7/13/2016 20:54,41.78299,-71.423927,,,0.0,Right lane blocked due to accident on I-95 Northbound at Exit 16 RI-10.,,I-95 S,R,Cranston,Providence,RI,2910,US,US/Eastern,KPVD,7/13/2016 20:51,73.0,,57.0,30.05,10.0,SSW,10.4,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-219329,MapQuest,201,3,7/14/2016 15:11,7/14/2016 15:41,41.873112,-71.390572,,,0.0,Accident on I-95 Northbound at Exit 27 / Pearl St / Cedar St.,,I-95 S,R,Pawtucket,Providence,RI,2860,US,US/Eastern,KSFZ,7/14/2016 15:15,,,,29.86,10.0,South,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-219330,MapQuest,201,3,7/14/2016 15:10,7/14/2016 15:40,41.882149,-71.377525,,,0.0,Right hand shoulder blocked due to accident on I-95 Northbound at Exit 29 / US-1 / US-1 Broadway.,,Broadway,R,Pawtucket,Providence,RI,2860,US,US/Eastern,KSFZ,7/14/2016 15:15,,,,29.86,10.0,South,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-219357,MapQuest,201,3,7/14/2016 17:19,7/14/2016 17:49,41.81461,-71.370094,,,0.0,Left lane closed due to accident on I-195 Eastbound at Exit 6 Freeborn Ave.,955.0,Broadway,R,East Providence,Providence,RI,02914-4714,US,US/Eastern,KPVD,7/14/2016 16:51,75.9,,91.0,29.85,5.0,SSW,9.2,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-219385,MapQuest,201,3,7/15/2016 7:13,7/15/2016 7:43,41.713387,-71.472565,,,0.0,Left lane blocked due to accident on I-295 Northbound at Exit 1 I-95.,,I-295 N,R,Warwick,Kent,RI,2886,US,US/Eastern,KPVD,7/15/2016 7:12,72.0,,97.0,29.86,0.2,Calm,,,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-219410,MapQuest,201,2,7/15/2016 8:50,7/15/2016 9:51,41.780544,-71.515167,,,0.0,Accident on RI-12 Scituate Ave both ways between Pippin Orchard Rd and Comstock Pkwy.,1154.0,Scituate Ave,L,Cranston,Providence,RI,02921-1806,US,US/Eastern,KPVD,7/15/2016 8:51,77.0,,84.0,29.87,10.0,Calm,,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-219468,MapQuest,201,3,7/15/2016 16:23,7/15/2016 16:53,41.818672,-71.381371,,,0.0,Left lane blocked due to accident on I-195 Eastbound at Exits 4 5 US-44.,,US-6 W,R,East Providence,Providence,RI,2914,US,US/Eastern,KPVD,7/15/2016 16:51,79.0,,79.0,29.83,10.0,SW,5.8,0.17,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-219479,MapQuest,229,3,7/15/2016 16:58,7/15/2016 17:43,41.78299,-71.423927,,,0.0,Slow traffic and right and center lane blocked due to accident on I-95 Southbound at Exit 16 RI-10.,,I-95 S,R,Cranston,Providence,RI,2910,US,US/Eastern,KPVD,7/15/2016 16:51,79.0,,79.0,29.83,10.0,SW,5.8,0.17,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-219502,MapQuest,201,2,7/15/2016 20:20,7/15/2016 20:50,41.836063,-71.422607,,,0.0,Accident on Candace St at Chalkstone Ave.,479.0,Chalkstone Ave,R,Providence,Providence,RI,02908-3739,US,US/Eastern,KSFZ,7/15/2016 20:15,,,,29.84,10.0,South,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-219560,MapQuest,201,3,7/18/2016 12:49,7/18/2016 13:19,41.826366,-71.421547,,,0.0,Right lane blocked due to accident on I-95 Southbound at Exits 21 22A-B-C 22C-B-A Atwells Ave.,,US-6 W,R,Providence,Providence,RI,2903,US,US/Eastern,KPVD,7/18/2016 12:51,91.0,,41.0,30.02,10.0,SSW,18.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-219574,MapQuest,236,2,7/18/2016 15:27,7/18/2016 16:12,41.813931,-71.439766,,,0.0,Heavy traffic and right and right-center lane blocked due to accident on US-6 Westbound at RI-10.,,RI-10 N,R,Providence,Providence,RI,2909,US,US/Eastern,KPVD,7/18/2016 15:51,88.0,,53.0,29.96,10.0,SSW,13.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-219588,MapQuest,229,3,7/18/2016 17:44,7/18/2016 18:29,41.83617,-71.415436,,,0.0,Slow traffic and left hand shoulder blocked due to accident on I-95 Southbound before Exit 23 RI-146 Louisquisset Pike.,,I-95 S,R,Providence,Providence,RI,2908,US,US/Eastern,KSFZ,7/18/2016 17:35,,,,29.95,10.0,SW,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-219609,MapQuest,241,3,7/19/2016 6:11,7/19/2016 6:56,41.697548,-71.475235,,,0.0,Right lane blocked and right hand shoulder blocked due to accident on I-95 Southbound at Exits 10 10A 10B RI-117 Centerville Rd.,,I-95 N,R,Warwick,Kent,RI,2886,US,US/Eastern,KPVD,7/19/2016 5:51,73.0,,79.0,29.99,10.0,West,5.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-219615,MapQuest,201,2,7/19/2016 7:14,7/19/2016 7:44,41.875557,-71.391228,,,0.0,Accident on RI-15 Main St near RI-15 Mineral Spring Ave.,552.0,Main St,L,Pawtucket,Providence,RI,02860-2942,US,US/Eastern,KSFZ,7/19/2016 7:15,,,,30.01,10.0,WNW,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-219650,MapQuest,201,2,7/19/2016 11:12,7/19/2016 11:42,41.755375,-71.481194,,,0.0,Accident on RI-37 Eastbound at Exits 1 1A 1B I-295.,,RI-37 E,R,Cranston,Providence,RI,2921,US,US/Eastern,KPVD,7/19/2016 10:51,79.0,,39.0,30.03,10.0,NW,15.0,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-219672,MapQuest,201,2,7/19/2016 18:12,7/19/2016 18:57,41.804405,-71.419342,,,0.0,Accident on RI-117 Broad St at Public St.,726.0,Broad St,L,Providence,Providence,RI,02907-1642,US,US/Eastern,KPVD,7/19/2016 17:51,81.0,,33.0,30.04,10.0,NNW,15.0,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-219673,MapQuest,201,2,7/19/2016 18:14,7/19/2016 18:59,41.912636,-71.393021,,,0.0,Accident on RI-123 Dexter St at RI-114 High St.,433.0,High St,R,Cumberland,Providence,RI,02864-7920,US,US/Eastern,KSFZ,7/19/2016 18:15,,,,30.07,10.0,NW,11.5,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
